Report_Type,Report_Type_Internal_Value,Report_Id,Title,Priority,Priority_Internal_Value,Report_Status,Reported_By,Reported_At_(GMT+2:0),Latitude,Longitude,Number_of_Notes,Notes,Number_of_Related_Subjects,Collection_Report_IDs,Area,Perimeter,Attachments,CUSTOM_FIELDS_BEGIN_HERE,ID,Condition,Activity,Count,Additional_Information
Elephant Sighting,elephant_monitoring_rep,4727,,Green,100,Resolved,WPS Camera,2024-06-07 18:44,-24.14854678365046,27.770981560415066,0,,,,,,,,Kambaku,,,,
Elephant Sighting,elephant_monitoring_rep,2617,,Green,100,Resolved,Jacque,2023-10-28 14:14,-24.07664057414432,27.768086040963283,0,,,,,,,,Kaingo Herd,,Feeding,,
Elephant Sighting,elephant_monitoring_rep,2225,,Green,100,Resolved,Jacque,2023-08-31 11:46,-24.089247870522527,27.815318844129592,0,,,,,,,,Peanuts,5 (Good),Feeding,1,
Elephant Sighting,elephant_monitoring_rep,2600,,Green,100,Resolved,MichaelH,2023-10-26 09:45,-24.099067702238095,27.780270223943365,0,,,,,,,,Kambaku,5 (Good),Moving,1,
Elephant Sighting,elephant_monitoring_rep,1344,,Green,100,Resolved,FransM,2023-04-03 10:18,-24.080364999999997,27.741476666666667,1,Still looking good,,,,,,,Tiny,5 (Good),Feeding,1,
Elephant Sighting,elephant_monitoring_rep,2813,,Green,100,Resolved,Royal Morubisi Guides,2023-12-03 06:40,-24.08220928726358,27.77005645033512,0,,,,,,,,Mokolo Herd,,,,Abrie
Elephant Sighting,elephant_monitoring_rep,3351,,Green,100,Resolved,Royal Morubisi Guides,2024-02-22 06:59,-24.07541355413116,27.819215556024744,0,,,,,,,,Unknown Herd,,,12,Abrie
Elephant Sighting,elephant_monitoring_rep,1392,,Green,100,Resolved,MichaelH,2023-04-11 09:34,-24.072253610041994,27.795342566253634,0,,,,,,https://storage.googleapis.com/user-uploads-kaingo/image_fileuploads/2023/04/11/ed485104-aa87-4f17-b099-9129623c3376/Photo1.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=er-gcs-kaingo%40earthranger-78ca55ca.iam.gserviceaccount.com%2F20250228%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20250228T055458Z&X-Goog-Expires=86400&X-Goog-SignedHeaders=host&X-Goog-Signature=9ab689e9a628cdd03c69bcdb287f89cb7be57d61fe96b94b86a392b39ea2fc54a36076b2b0a5d2f02b2a907472af4ca861bcfd42703c70dc26014b4ff370d44f4ad27d4b45c30e9c56c9e3c68cfdac7055bf6bddfee10306761d338d2ecfbb435262a91e0fac21c0382e1303cb777750de1edf650697d6c68fef85ad71c62f5176b271680ebd3f9a98cc8623473f2b9c6b25aaed16d4786d53800e27cc7cddfd344ac9c74919ccadf313444cf86db02e432f9c3b9b76dd7f248369e329708b4e37922965a2e389c9fa40afe2de1dd6baf02712c7bf0217e883e6278dbdc64d6d6bf58b824ffab78b5136473056147dd75a9f0fec41e7c5f69e7eccb2ab775dfd,,Tiny,5 (Good),Moving,1,
Elephant Sighting,elephant_monitoring_rep,1256,,Green,100,Resolved,,2023-03-21 10:50,-24.09639916452288,27.814348146058734,0,,,,,,,,Peanuts,5 (Good),Drinking Water,1,
Elephant Sighting,elephant_monitoring_rep,5951,,Green,100,Resolved,MichaelH,2024-09-26 11:01,-24.0685493,27.7311863,0,,,,,,,,Mokolo Herd,,,12,
Elephant Sighting,elephant_monitoring_rep,3080,,Green,100,Resolved,MichaelH,2024-01-11 15:11,-24.116629162522642,27.704797934093886,1,16 with tiny and one young bull,,,,,,,Mokolo Herd,5 (Good),Drinking Water,16,
Elephant Sighting,elephant_monitoring_rep,1891,,Green,100,Resolved,,2023-07-11 20:03,-24.11788830195816,27.70665907381101,0,,,,,,,,Unknown Bull/s,5 (Good),Moving,1,
Elephant Sighting,elephant_monitoring_rep,1644,,Green,100,Resolved,FransM,2023-05-29 15:21,-24.029190000000003,27.863596666666663,0,,,,,,,,Kambaku,5 (Good),Drinking Water,1,Drinking water from the pipe at zandput 
Elephant Sighting,elephant_monitoring_rep,971,,Green,100,Resolved,Jacque,2023-02-06 17:42,-24.077402500107098,27.812496072270562,0,,,,,,,,,5 (Good),,,
Elephant Sighting,elephant_monitoring_rep,630,,Green,100,Resolved,Jurie,2022-12-01 16:45,-24.084340908019882,27.740053355503335,0,,,,,,,,,,,1,"full of nonsense, agressive"
Elephant Sighting,elephant_monitoring_rep,5359,,Green,100,Resolved,WPS Camera,2024-08-10 12:59,-24.063977066603243,27.819935469731604,0,,,,,,,,Kambaku,5 (Good),,1,
Elephant Sighting,elephant_monitoring_rep,5902,,Green,100,Resolved,Jacque,2024-09-18 14:56,-24.07015932031483,27.754884308590334,0,,,,,,,,Kambaku,,Drinking Water,,
Elephant Sighting,elephant_monitoring_rep,6991,,Green,100,Resolved,WPS Camera,2025-01-04 19:42,-24.097072462468503,27.76850932517391,0,,,,,,,,Mokolo Herd,,,,;
Elephant Sighting,elephant_monitoring_rep,4715,,Green,100,Resolved,Matswani Guides,2024-06-06 18:42,-24.090796445776206,27.779891891732802,1,Megan,,,,,,,Unknown Bull/s,5 (Good),Feeding,1,
Elephant Sighting,elephant_monitoring_rep,1877,,Green,100,Resolved,Jacque,2023-07-08 14:28,-24.09586168165677,27.788081908661212,0,,,,,,,,Mokolo Herd,5 (Good),Drinking Water,14,
Elephant Sighting,elephant_monitoring_rep,7268,,Green,100,Resolved,Elzet,2025-02-12 17:13,-24.083540956489742,27.774455565959215,0,,,,,,,,Kambaku,5 (Good),Feeding,1,
Elephant Sighting,elephant_monitoring_rep,2706,,Green,100,Resolved,Jacque,2023-11-13 09:25,-24.1031875982773,27.783992031949253,0,,,,,,,,Mokolo Herd,,Feeding,15,Tiny with
Elephant Sighting,elephant_monitoring_rep,6940,,Green,100,Resolved,Jurie,2024-12-29 11:27,-24.107592817150874,27.727687869381555,0,,,,,,,,Kambaku,,,,
Elephant Sighting,elephant_monitoring_rep,6532,,Green,100,Resolved,WPS Camera,2024-11-22 21:48,-24.064218058678435,27.819578863784272,0,,,,,,,,Mokolo Herd,,,,
Elephant Sighting,elephant_monitoring_rep,4529,,Green,100,Resolved,WPS Camera,2024-05-25 17:08,-24.017368847906326,27.852357941968165,0,,,,,,,,Mokolo Herd,,,12,Peanuts with them
Elephant Sighting,elephant_monitoring_rep,2585,,Green,100,Resolved,Royal Morubisi Guides,2023-10-23 06:40,-24.08057234792311,27.798422037316072,0,,,,,,,,Unknown Bull/s,,,2,Abrie
Elephant Sighting,elephant_monitoring_rep,2498,,Green,100,Resolved,Royal Morubisi Guides,2023-10-11 22:57,-24.08288383376832,27.7757857195418,0,,,,,,,,Unknown Bull/s,,,1,Jolandie 
Elephant Sighting,elephant_monitoring_rep,6832,,Green,100,Resolved,Jurie Willemse,2024-12-16 09:19,-24.110362621345757,27.721574140452134,0,,,,,,,,Tiny,,,,
Elephant Sighting,elephant_monitoring_rep,4394,,Green,100,Resolved,WPS Camera,2024-05-16 01:18,-24.100054594064986,27.790238173089136,0,,,,,,,,Unknown Herd,,,4,
Elephant Sighting,elephant_monitoring_rep,3848,,Green,100,Resolved,WPS Camera,2024-04-14 00:39,-24.07729316738883,27.81306783630967,0,,,,,,,,Unknown Bull/s,,,1,
Elephant Sighting,elephant_monitoring_rep,7203,,Green,100,Resolved,MichaelH,2025-02-04 06:45,-24.07479192598171,27.796187493976014,0,,,,,,,,Tiny,5 (Good),Moving,1,
Elephant Sighting,elephant_monitoring_rep,1046,,Green,100,Resolved,Jurie,2023-02-16 18:52,-24.07784664953138,27.8097440078065,0,,,,,,,,,,,,
Elephant Sighting,elephant_monitoring_rep,6741,,Green,100,Resolved,Royal Morubisi Guides,2024-12-08 10:58,-24.117414990012463,27.723939654223585,0,,,,,,,,Kambaku,5 (Good),Feeding,,
Elephant Sighting,elephant_monitoring_rep,4720,,Green,100,Resolved,Jurie,2024-06-07 17:01,-24.075437709107007,27.78245103091072,0,,,,,,,,Peanuts,,,3,Tiny Bull with short thick tusks
Elephant Sighting,elephant_monitoring_rep,1077,,Green,100,Resolved,Jacque,2023-02-21 15:00,-24.07599514418642,27.817855963593985,0,,,,,,,,,5 (Good),Moving,,
Elephant Sighting,elephant_monitoring_rep,1759,,Green,100,Resolved,Jacque,2023-06-19 17:33,-24.074944680024288,27.815758053104446,0,,,,,,,,Kambaku,5 (Good),Feeding,2,Tiny with him
Elephant Sighting,elephant_monitoring_rep,1070,,Green,100,Resolved,Piet,2023-02-20 15:23,-24.079443644113653,27.84599262207871,0,,,,,,,,,,,2,
Elephant Sighting,elephant_monitoring_rep,1776,,Green,100,Resolved,,2023-06-22 18:52,-24.083965454255434,27.766809301737794,0,,,,,,,,Kaingo Herd,5 (Good),Moving,9,
Elephant Sighting,elephant_monitoring_rep,2202,,Green,100,Resolved,Matswani Guides,2023-08-29 17:15,-24.088792089311625,27.772469724871854,1,Louis,,,,,,,Kambaku,,Feeding,1,
Elephant Sighting,elephant_monitoring_rep,5233,,Green,100,Resolved,WPS Camera,2024-07-18 18:30,-24.017020573271054,27.852022017220946,0,,,,,,,,Mokolo Herd,,,11,
Elephant Sighting,elephant_monitoring_rep,3229,,Green,100,Resolved,Matswani Guides,2024-02-07 11:40,-24.090161492746418,27.802676693761867,1,Jacques,,,,,,,Peanuts,5 (Good),Feeding,2,
Elephant Sighting,elephant_monitoring_rep,1764,,Green,100,Resolved,Jacque,2023-06-20 18:00,-24.074259041604407,27.76297459581096,1,Matswani guide Basil,,,,,,,Kaingo Herd,5 (Good),Mating,,
Elephant Sighting,elephant_monitoring_rep,996,,Green,100,Resolved,Jacque,2023-02-08 17:20,-24.11450734670686,27.768629263471553,0,,,,,,,,,5 (Good),Moving,,
Elephant Sighting,elephant_monitoring_rep,6391,,Green,100,Resolved,WPS Camera,2024-11-08 19:54,-24.06427007391045,27.81990008929614,0,,,,,,,,Kambaku,,,1,
Elephant Sighting,elephant_monitoring_rep,1042,,Green,100,Resolved,Jacque,2023-02-16 08:17,-24.108587849285954,27.785364229440972,0,,,,,,,,,5 (Good),Feeding,,
Elephant Sighting,elephant_monitoring_rep,3024,,Green,100,Resolved,Jacque,2024-01-05 17:08,-24.075742353762095,27.819364147785905,0,,,,,,,,Peanuts,5 (Good),Moving,,
Elephant Sighting,elephant_monitoring_rep,7284,,Green,100,Resolved,MichaelH,2025-02-16 12:02,-24.110955466263913,27.718564007837916,0,,,,,,,,Tiny,5 (Good),Moving,1,
Elephant Sighting,elephant_monitoring_rep,3354,,Green,100,Resolved,MichaelH,2024-02-23 14:46,-24.07726326419579,27.77126180170862,0,,,,,,,,Kambaku,5 (Good),Moving,1,
Elephant Sighting,elephant_monitoring_rep,1488,,Green,100,Resolved,Jacque,2023-04-23 16:52,-24.07836510186931,27.830264631030474,0,,,,,,,,Kambaku,5 (Good),Feeding,2,In company of a younger bull
Elephant Sighting,elephant_monitoring_rep,7232,,Green,100,Resolved,Jacque,2025-02-08 19:54,-24.108505808054957,27.76580829968438,0,,,,,,,,Mokolo Herd,,Moving,13,
Elephant Sighting,elephant_monitoring_rep,4396,,Green,100,Resolved,WPS Camera,2024-05-15 17:39,-24.110114972531377,27.783509093246153,0,,,,,,,,Unknown Herd,,,7,
Elephant Sighting,elephant_monitoring_rep,3139,,Green,100,Resolved,,2024-01-22 11:37,-24.070451666666667,27.72838166666667,0,,,,,,,,Tiny,5 (Good),Feeding,1,
Elephant Sighting,elephant_monitoring_rep,5044,,Green,100,Resolved,WPS Camera,2024-06-29 08:35,-24.111889477758282,27.780806374883298,0,,,,,,,,Kaingo Herd,,,8,
Elephant Sighting,elephant_monitoring_rep,6199,,Green,100,Resolved,WPS Camera,2024-10-18 21:12,-24.108539326214057,27.698846320238886,0,,,,,,,,Mokolo Herd,,,,
Elephant Sighting,elephant_monitoring_rep,1123,,Green,100,Resolved,,2023-03-02 08:43,-24.08096519302545,27.797941504152618,0,,,,,,,,,5 (Good),Moving,1,Khumbakwe
Elephant Sighting,elephant_monitoring_rep,5592,,Green,100,Resolved,WPS Camera,2024-08-22 20:34,-24.115690652365515,27.717393659562106,0,,,,,,,,Peanuts,,,1,
Elephant Sighting,elephant_monitoring_rep,3204,,Green,100,Resolved,,2024-02-01 10:50,-24.123616666666667,27.704866666666664,0,,,,,,,,Unknown Herd,5 (Good),Feeding,,
Elephant Sighting,elephant_monitoring_rep,3913,,Green,100,Resolved,WPS Camera,2024-04-16 17:51,-24.0997747328489,27.79036663827179,0,,,,,,,,Unknown Herd,,,3,
Elephant Sighting,elephant_monitoring_rep,3226,,Green,100,Resolved,Matswani Guides,2024-02-06 16:45,-24.077993949329468,27.81231722125881,1,Casper,,,,,,,Unknown Bull/s,5 (Good),Drinking Water,2,
Elephant Sighting,elephant_monitoring_rep,2261,,Green,100,Resolved,Matswani Guides,2023-09-05 19:37,-24.084100186793464,27.81183593853413,1,Dalien,,,,,,,Unknown Bull/s,,Feeding,1,
Elephant Sighting,elephant_monitoring_rep,4184,,Green,100,Resolved,MichaelH,2024-05-03 12:49,-24.077679830942742,27.812341018343663,0,,,,,,,,Kambaku,5 (Good),Drinking Water,1,
Elephant Sighting,elephant_monitoring_rep,2054,,Green,100,Resolved,Matswani Guides,2023-08-08 18:26,-24.072139469198504,27.728700401925266,1,Basil,,,,,,,,,Moving,1,
Elephant Sighting,elephant_monitoring_rep,3350,,Green,100,Resolved,Royal Morubisi Guides,2024-02-22 06:58,-24.070746475628184,27.754876622566627,0,,,,,,,,Kambaku,,,1,Abrie
Elephant Sighting,elephant_monitoring_rep,5351,,Green,100,Resolved,WPS Camera,2024-08-10 19:24,-24.079581370556127,27.742254665380784,0,,,,,,,,Peanuts,,,1,
Elephant Sighting,elephant_monitoring_rep,2735,,Green,100,Resolved,Jacque,2023-11-19 16:59,-24.064270882737887,27.743399983593434,0,,,,,,,,Unknown Herd,5 (Good),Moving,7,
Elephant Sighting,elephant_monitoring_rep,5677,,Green,100,Resolved,WPS Camera,2024-08-28 20:11,-24.079769427319604,27.802289498944987,0,,,,,,,,Mokolo Herd,,,,
Elephant Sighting,elephant_monitoring_rep,5905,,Green,100,Resolved,Elzet,2024-09-18 17:16,-24.07606631051749,27.817710964009166,0,,,,,,,,Kambaku,5 (Good),Standing,1,
Elephant Sighting,elephant_monitoring_rep,3158,,Green,100,Resolved,Matswani Guides,2024-01-25 11:38,-24.07281894631518,27.73112625222916,1,Basil,,,,,,,Peanuts,5 (Good),Feeding,,
Elephant Sighting,elephant_monitoring_rep,1065,,Green,100,Resolved,,2023-02-21 14:00,-24.07616606850503,27.819207235670575,0,,,,,,,,,5 (Good),Feeding,1,Khumbakwe
Elephant Sighting,elephant_monitoring_rep,6783,,Green,100,Resolved,WPS Camera,2024-12-11 16:44,-24.07954104776445,27.742373749922592,0,,,,,,,,Tiny,,Drinking Water,3,
Elephant Sighting,elephant_monitoring_rep,3308,,Green,100,Resolved,Matswani Guides,2024-02-18 10:48,-24.074457739232727,27.763810061514107,1,Phuti,,,,,,,Peanuts,5 (Good),Feeding,,
Elephant Sighting,elephant_monitoring_rep,2917,,Green,100,Resolved,Royal Morubisi Guides,2023-12-24 08:58,-24.09924509322525,27.79075910115651,1,Abrie,,,,,,,Unknown Bull/s,,,1,
Elephant Sighting,elephant_monitoring_rep,3960,,Green,100,Resolved,WPS Camera,2024-04-19 17:34,-24.08918217180053,27.72416556128934,0,,,,,,,,Unknown Herd,,,4,
Elephant Sighting,elephant_monitoring_rep,3258,,Green,100,Resolved,Royal Morubisi Guides,2024-02-10 20:32,-24.077649923638745,27.812329074082612,0,,,,,,,,Kambaku,,,1,Jolandie 
Elephant Sighting,elephant_monitoring_rep,1187,,Green,100,Resolved,FransM,2023-03-13 13:01,-24.049436666666665,27.857210000000002,0,,,,,,,,,5 (Good),Standing,1,Still doing good
Elephant Sighting,elephant_monitoring_rep,2243,,Green,100,Resolved,Royal Morubisi Guides,2023-09-03 18:36,-24.080171425901767,27.774617536077614,1,Abrie,,,,,,,Kambaku,,Moving,1,
Elephant Sighting,elephant_monitoring_rep,1255,,Green,100,Resolved,FransM,2023-03-21 16:54,-24.107016666666663,27.788073333333333,0,,,,,,,,,5 (Good),Feeding,1,
Elephant Sighting,elephant_monitoring_rep,5937,,Green,100,Resolved,WPS Camera,2024-09-24 17:54,,,0,,,,,,,,Peanuts,,,,
Elephant Sighting,elephant_monitoring_rep,2904,,Green,100,Resolved,FransM,2023-12-22 12:43,-24.102250000000005,27.695541666666667,0,,,,,,,,Peanuts,5 (Good),Feeding,1,
Elephant Sighting,elephant_monitoring_rep,5353,,Green,100,Resolved,WPS Camera,2024-08-10 18:52,-24.06374309501244,27.819998757904983,0,,,,,,,,Tiny,,,1,
Elephant Sighting,elephant_monitoring_rep,4091,,Green,100,Resolved,WPS Camera,2024-04-28 15:29,-24.069234877023376,27.73373793549021,0,,,,,,,,Tiny,,,1,
Elephant Sighting,elephant_monitoring_rep,2580,,Green,100,Resolved,Jacque,2023-10-23 19:52,-24.076023101133487,27.818200191080223,0,,,,,,,,Mokolo Herd,,,,
Elephant Sighting,elephant_monitoring_rep,674,,Green,100,Resolved,FransM,2022-12-11 10:00,-24.08796173990568,27.756551352027543,0,,,,,,,,,,Feeding,4,
Elephant Sighting,elephant_monitoring_rep,6049,,Green,100,Resolved,WPS Camera,2024-10-02 20:29,-24.106513149999145,27.814748470394107,0,,,,,,,,Mokolo Herd,,,,
Elephant Sighting,elephant_monitoring_rep,1657,,Green,100,Resolved,FransM,2023-06-01 10:51,-24.047424999999997,27.859915,0,,,,,,,,Kambaku,5 (Good),Drinking Water,,
Elephant Sighting,elephant_monitoring_rep,2967,,Green,100,Resolved,Royal Morubisi Guides,2023-12-30 09:31,-24.078073160892842,27.83391114855658,0,,,,,,,,Kambaku,,,1,Zandile
Elephant Sighting,elephant_monitoring_rep,7247,,Green,100,Resolved,Helicopter,2025-02-09 08:35,-24.05385320534066,27.85451857616738,0,,,,,,,,,,,50,
Elephant Sighting,elephant_monitoring_rep,2247,,Green,100,Resolved,MichaelH,2023-08-27 07:46,-24.074749942449678,27.795899985714023,0,,,,,,,,Kambaku,5 (Good),Feeding,1,
Elephant Sighting,elephant_monitoring_rep,3027,,Green,100,Resolved,Jacque,2024-01-05 17:13,-24.09418860400268,27.74578296127899,0,,,,,,,,Mokolo Herd,,Feeding,,
Elephant Sighting,elephant_monitoring_rep,4910,,Green,100,Resolved,WPS Camera,2024-06-23 23:28,-24.077293756078802,27.81274644241236,0,,,,,,,,Unknown Herd,,,3,
Elephant Sighting,elephant_monitoring_rep,2181,,Green,100,Resolved,MichaelH,2023-08-26 15:22,-24.08213245638006,27.770250372844682,0,,,,,,,,Tiny,5 (Good),Drinking Water,1,
Elephant Sighting,elephant_monitoring_rep,2979,,Green,100,Resolved,Royal Morubisi Guides,2024-01-01 10:22,-24.10263477826463,27.749915130582764,0,,,,,,,,Unknown Bull/s,,,,Abrie
Elephant Sighting,elephant_monitoring_rep,3578,,Green,100,Resolved,Royal Morubisi Guides,2024-03-24 06:53,-24.05744452475308,27.889699412607285,0,,,,,,,,Tiny,,,1,Abrie
Elephant Sighting,elephant_monitoring_rep,4735,,Green,100,Resolved,Jacque,2024-06-08 11:49,-24.098073423923324,27.782740271720968,0,,,,,,,,Unknown Bull/s,,Feeding,,
Elephant Sighting,elephant_monitoring_rep,3277,,Green,100,Resolved,Royal Morubisi Guides,2024-02-14 20:07,-24.094012857953132,27.78889286308319,0,,,,,,,,Unknown Herd,,,,Zandile
Elephant Sighting,elephant_monitoring_rep,6150,,Green,100,Resolved,Jurie,2024-10-12 07:04,-24.139312329709256,27.75613139445565,0,,,,,,,,Peanuts,,,2,
Elephant Sighting,elephant_monitoring_rep,6615,,Green,100,Resolved,MichaelH,2024-11-28 13:53,-24.106292939012352,27.75298562900312,0,,,,,,,,Kambaku,5 (Good),Feeding,1,
Elephant Sighting,elephant_monitoring_rep,1597,,Green,100,Resolved,MichaelH,2023-05-15 08:41,-24.103398230068404,27.784397015625864,0,,,,,,,,Mokolo Herd,5 (Good),Moving,13,
Elephant Sighting,elephant_monitoring_rep,6201,,Green,100,Resolved,WPS Camera,2024-10-18 16:43,-24.079815900717477,27.741560852521417,0,,,,,,,,Tiny,,,3,
Elephant Sighting,elephant_monitoring_rep,2046,,Green,100,Resolved,Royal Morubisi Guides,2023-08-06 20:38,-24.07632664611286,27.76666349100799,0,,,,,,,,Unknown Herd,,,,zandile
Elephant Sighting,elephant_monitoring_rep,1777,,Green,100,Resolved,,2023-06-22 18:53,-24.08357050838508,27.76583205521152,0,,,,,,,,Kambaku,5 (Good),Moving,1,
Elephant Sighting,elephant_monitoring_rep,2742,,Green,100,Resolved,Royal Morubisi Guides,2023-11-18 19:58,-24.082412041499197,27.783118416776034,0,,,,,,,,Unknown Herd,,,,Jolandie
Elephant Sighting,elephant_monitoring_rep,938,,Green,100,Resolved,Piet,2023-01-31 10:08,-24.034334547175717,27.869118623342757,0,,,,,,,,,5 (Good),Moving,1,
Elephant Sighting,elephant_monitoring_rep,773,,Green,100,Resolved,Jurie,2022-12-26 19:37,-24.08302321611467,27.77189460661532,0,,,,,,,,,,,3,
Elephant Sighting,elephant_monitoring_rep,6528,,Green,100,Resolved,WPS Camera,2024-11-23 10:05,-24.081543561664418,27.797695743891552,0,,,,,,,,Kambaku,,,1,
Elephant Sighting,elephant_monitoring_rep,3518,,Green,100,Resolved,MichaelH,2024-03-24 17:53,-24.083320664021755,27.756309088388807,1,With peanuts,,,,,,,Tiny,5 (Good),Fighting,2,
Elephant Sighting,elephant_monitoring_rep,2503,,Green,100,Resolved,FransM,2023-10-13 09:03,-24.05734166666667,27.74197333333333,0,,,,,,,,Kambaku,5 (Good),Feeding,1,
Elephant Sighting,elephant_monitoring_rep,6666,,Green,100,Resolved,WPS Camera,2024-12-02 16:35,-24.097900626365913,27.768575535021313,0,,,,,,,,Mokolo Herd,,,16,Olus Tiny and Kambaku
Elephant Sighting,elephant_monitoring_rep,2150,,Green,100,Resolved,MichaelH,2023-08-22 08:27,-24.07384776362269,27.76442478325656,0,,,,,,,,Kaingo Herd,5 (Good),Feeding,11,
Elephant Sighting,elephant_monitoring_rep,2524,,Green,100,Resolved,Jacque,2023-10-15 12:20,-24.099206952236756,27.791832737618563,0,,,,,,,,Kambaku,5 (Good),Moving,1,
Elephant Sighting,elephant_monitoring_rep,6149,,Green,100,Resolved,Jurie,2024-10-12 07:04,-24.125886957334288,27.773318644660037,0,,,,,,,,Mokolo Herd,,,14,
Elephant Sighting,elephant_monitoring_rep,6100,,Green,100,Resolved,WPS Camera,2024-10-07 16:12,-24.10849392685357,27.69893766395495,0,,,,,,,,Kambaku,,,,
Elephant Sighting,elephant_monitoring_rep,1143,,Green,100,Resolved,,2023-03-06 08:59,-24.0746788,27.7327954,0,,,,,,,,,5 (Good),Feeding,20,
Elephant Sighting,elephant_monitoring_rep,1917,,Green,100,Resolved,Royal Morubisi Guides,2023-07-13 18:52,-24.108739481506788,27.826201814678996,0,,,,,,,,Unknown Bull/s,5 (Good),Feeding,1,Abrie 
Elephant Sighting,elephant_monitoring_rep,4672,,Green,100,Resolved,WPS Camera,2024-06-02 13:22,-24.061615782427594,27.780129647201562,0,,,,,,,,,,Moving,,
Elephant Sighting,elephant_monitoring_rep,7305,,Green,100,Resolved,MichaelH,2025-02-19 13:24,-24.11850786770146,27.706156298543984,0,,,,,,,,Kambaku,5 (Good),Feeding,1,
Elephant Sighting,elephant_monitoring_rep,3021,,Green,100,Resolved,,2024-01-05 12:16,-24.099063333333334,27.72141333333333,0,,,,,,,,Kambaku,5 (Good),Feeding,,
Elephant Sighting,elephant_monitoring_rep,1569,,Green,100,Resolved,FransM,2023-05-09 13:57,-24.04663333333333,27.815121666666663,0,,,,,,,,Kambaku,5 (Good),Feeding,1,
Elephant Sighting,elephant_monitoring_rep,873,,Green,100,Resolved,Jacque,2023-01-16 17:17,-24.09466349619376,27.81935626397936,0,,,,,,,,,5 (Good),,,
Elephant Sighting,elephant_monitoring_rep,1231,,Green,100,Resolved,FransM,2023-03-18 09:14,-24.10574,27.725725000000004,0,,,,,,,,,5 (Good),Moving,1,
Elephant Sighting,elephant_monitoring_rep,2667,,Green,100,Resolved,Royal Morubisi Guides,2023-11-04 06:30,-24.092575510105675,27.784382562715138,0,,,,,,,,Kambaku,,,1,Jolandie
Elephant Sighting,elephant_monitoring_rep,6533,,Green,100,Resolved,WPS Camera,2024-11-22 20:22,-24.064465881912355,27.819819367005437,0,,,,,,,,Peanuts,,,1,
Elephant Sighting,elephant_monitoring_rep,2864,,Green,100,Resolved,Royal Morubisi Guides,2023-12-16 09:42,-24.07442217173866,27.73350168665681,1,Abrie,,,,,,,Mokolo Herd,,Moving,,Tiny and Kumbako 
Elephant Sighting,elephant_monitoring_rep,5982,,Green,100,Resolved,WPS Camera,2024-09-27 00:04,-24.06734309925234,27.77566535784024,0,,,,,,,,Unknown Bull/s,,,1,
Elephant Sighting,elephant_monitoring_rep,982,,Green,100,Resolved,Jacque,2023-02-07 19:54,-24.075997134784586,27.817900090188914,0,,,,,,,,,5 (Good),Feeding,1,
Elephant Sighting,elephant_monitoring_rep,2542,,Green,100,Resolved,Royal Morubisi Guides,2023-10-16 06:50,-24.083713851212792,27.773269640449627,0,,,,,,,,Kambaku,,,,Jolandie
Elephant Sighting,elephant_monitoring_rep,3255,,Green,100,Resolved,Royal Morubisi Guides,2024-02-10 20:28,-24.10663363791012,27.696591748550105,0,,,,,,,,Unknown Herd,,,,Carmen
Elephant Sighting,elephant_monitoring_rep,2602,,Green,100,Resolved,Jacque,2023-10-26 20:00,-24.07887040675334,27.770924084929845,0,,,,,,,,Kaingo Herd,5 (Good),Moving,11,
Elephant Sighting,elephant_monitoring_rep,4317,,Green,100,Resolved,Royal Morubisi Guides,2024-05-09 15:48,-24.07586584163461,27.802350573342522,0,,,,,,,,Tiny,,,2,Abrie
Elephant Sighting,elephant_monitoring_rep,7231,,Green,100,Resolved,Jacque,2025-02-08 19:50,-24.110179382534966,27.767593578593562,0,,,,,,,,,,Moving,2,Bull long legs and bull short legs
Elephant Sighting,elephant_monitoring_rep,5720,,Green,100,Resolved,,2024-08-31 20:43,-24.079599352008188,27.74163928086935,0,,,,,,,,Peanuts,,,1,
Elephant Sighting,elephant_monitoring_rep,6703,,Green,100,Resolved,WPS Camera,2024-12-06 06:23,-24.115038887457928,27.71764274485915,0,,,,,,,,Peanuts,,,,
Elephant Sighting,elephant_monitoring_rep,3708,,Green,100,Resolved,WPS Camera,2024-04-02 18:44,-24.017268495813695,27.852342165239946,0,,,,,,,,Kambaku,,,10,10+ Animals as he was with a herd but not recognizable which one
Elephant Sighting,elephant_monitoring_rep,2685,,Green,100,Resolved,Matswani Guides,2023-11-07 20:11,-24.091296966798936,27.763713127344772,1,Janelle,,,,,,,Mokolo Herd,5 (Good),Feeding,14,
Elephant Sighting,elephant_monitoring_rep,1704,,Green,100,Resolved,Jacque,2023-06-09 16:30,-24.064785194981113,27.751606985359047,0,,,,,,,,Tiny,5 (Good),Drinking Water,1,
Elephant Sighting,elephant_monitoring_rep,1285,,Green,100,Resolved,,2023-03-26 09:16,-24.013272064156723,27.847937730005185,0,,,,,,,,Kaingo Herd,5 (Good),Feeding,,
Elephant Sighting,elephant_monitoring_rep,3742,,Green,100,Resolved,WPS Camera,2024-04-08 16:32,-24.115777095361437,27.717347499611606,0,,,,,,,,Peanuts,,,1,
Elephant Sighting,elephant_monitoring_rep,7318,,Green,100,Active,MichaelH,2025-02-23 12:04,-24.04460785094072,27.768964820011345,0,,,,,,,,Mokolo Herd,5 (Good),Feeding,9,
