park,response,cutoff,max_inner_edge,mesh_id,n_vertices,all_converged,p_d_hessian,sum_loglik,n,log_cpo_approx,model_id,model_path,clean_response
Limpopo,tree_cover_1000m_coef,8,150,mesh_9,234,TRUE,5,-10225.1931438794,122934,-1.37122075149247,cv_tree_cover_1000m_coef_limpopo_mesh_9_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_limpopo_mesh_9_1000m_local_density_parks.Rds,Woody Cover Trend
Limpopo,tree_cover_1000m_coef,16,50,mesh_10,90,TRUE,5,-11062.5468095509,122934,-1.48351170840162,cv_tree_cover_1000m_coef_limpopo_mesh_10_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_limpopo_mesh_10_1000m_local_density_parks.Rds,Woody Cover Trend
Limpopo,tree_cover_1000m_coef,16,100,mesh_11,90,TRUE,5,-11054.3104658905,122934,-1.48240719671322,cv_tree_cover_1000m_coef_limpopo_mesh_11_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_limpopo_mesh_11_1000m_local_density_parks.Rds,Woody Cover Trend
Limpopo,tree_cover_1000m_coef,16,150,mesh_12,90,TRUE,5,-11070.2175326977,122934,-1.48454036914278,cv_tree_cover_1000m_coef_limpopo_mesh_12_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_limpopo_mesh_12_1000m_local_density_parks.Rds,Woody Cover Trend
Limpopo,tree_cover_1000m_coef,32,50,mesh_13,38,TRUE,5,-11969.3543802697,122934,-1.60511658579452,cv_tree_cover_1000m_coef_limpopo_mesh_13_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_limpopo_mesh_13_1000m_local_density_parks.Rds,Woody Cover Trend
Limpopo,tree_cover_1000m_coef,32,100,mesh_14,38,FALSE,4,-11965.8436309301,122934,-1.60464578663405,cv_tree_cover_1000m_coef_limpopo_mesh_14_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_limpopo_mesh_14_1000m_local_density_parks.Rds,Woody Cover Trend
Limpopo,tree_cover_1000m_coef,32,150,mesh_15,38,FALSE,4,-11970.0674378003,122934,-1.60521220836802,cv_tree_cover_1000m_coef_limpopo_mesh_15_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_limpopo_mesh_15_1000m_local_density_parks.Rds,Woody Cover Trend
Limpopo,canopy_height_900m_coef,2,50,mesh_1,1772,FALSE,4,29557.5847977791,122934,3.96373673029088,cv_canopy_height_900m_coef_limpopo_mesh_1_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_limpopo_mesh_1_1000m_local_density_parks.Rds,Canopy Height Trend
Limpopo,canopy_height_900m_coef,4,50,mesh_4,700,TRUE,5,28386.7079369872,122934,3.8067195838792,cv_canopy_height_900m_coef_limpopo_mesh_4_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_limpopo_mesh_4_1000m_local_density_parks.Rds,Canopy Height Trend
Limpopo,canopy_height_900m_coef,4,100,mesh_5,700,TRUE,5,28366.6310327755,122934,3.80402722713899,cv_canopy_height_900m_coef_limpopo_mesh_5_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_limpopo_mesh_5_1000m_local_density_parks.Rds,Canopy Height Trend
Limpopo,canopy_height_900m_coef,4,150,mesh_6,700,TRUE,5,28366.3234987198,122934,3.8039859861499,cv_canopy_height_900m_coef_limpopo_mesh_6_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_limpopo_mesh_6_1000m_local_density_parks.Rds,Canopy Height Trend
Limpopo,canopy_height_900m_coef,8,50,mesh_7,234,FALSE,2,27333.8061158635,122934,3.6655231481646,cv_canopy_height_900m_coef_limpopo_mesh_7_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_limpopo_mesh_7_1000m_local_density_parks.Rds,Canopy Height Trend
Limpopo,canopy_height_900m_coef,8,100,mesh_8,234,FALSE,2,27307.3135869638,122934,3.66197044213005,cv_canopy_height_900m_coef_limpopo_mesh_8_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_limpopo_mesh_8_1000m_local_density_parks.Rds,Canopy Height Trend
Limpopo,canopy_height_900m_coef,8,150,mesh_9,234,TRUE,5,27325.1715322587,122934,3.66436523162917,cv_canopy_height_900m_coef_limpopo_mesh_9_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_limpopo_mesh_9_1000m_local_density_parks.Rds,Canopy Height Trend
Limpopo,canopy_height_900m_coef,16,50,mesh_10,90,TRUE,5,26373.9071173892,122934,3.53679859425898,cv_canopy_height_900m_coef_limpopo_mesh_10_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_limpopo_mesh_10_1000m_local_density_parks.Rds,Canopy Height Trend
Limpopo,canopy_height_900m_coef,16,100,mesh_11,90,TRUE,5,26362.3215568764,122934,3.53524494526974,cv_canopy_height_900m_coef_limpopo_mesh_11_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_limpopo_mesh_11_1000m_local_density_parks.Rds,Canopy Height Trend
Limpopo,canopy_height_900m_coef,16,150,mesh_12,90,TRUE,5,26370.5122564591,122934,3.53634333598754,cv_canopy_height_900m_coef_limpopo_mesh_12_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_limpopo_mesh_12_1000m_local_density_parks.Rds,Canopy Height Trend
Limpopo,canopy_height_900m_coef,32,100,mesh_14,38,FALSE,4,25736.6092768262,122934,3.45133556079203,cv_canopy_height_900m_coef_limpopo_mesh_14_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_limpopo_mesh_14_1000m_local_density_parks.Rds,Canopy Height Trend
Limpopo,canopy_height_900m_coef,32,150,mesh_15,38,FALSE,4,25733.8923700599,122934,3.45097121765587,cv_canopy_height_900m_coef_limpopo_mesh_15_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_limpopo_mesh_15_1000m_local_density_parks.Rds,Canopy Height Trend
Kruger National Park,tree_cover_1000m_coef,2,50,mesh_1,2107,TRUE,5,-6534.03098503291,122934,-1.0254285914992,cv_tree_cover_1000m_coef_kruger_national_park_mesh_1_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kruger_national_park_mesh_1_1000m_local_density_parks.Rds,Woody Cover Trend
Kruger National Park,tree_cover_1000m_coef,2,100,mesh_2,2107,TRUE,5,-6481.29889504679,122934,-1.01715299671167,cv_tree_cover_1000m_coef_kruger_national_park_mesh_2_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kruger_national_park_mesh_2_1000m_local_density_parks.Rds,Woody Cover Trend
Kruger National Park,tree_cover_1000m_coef,2,150,mesh_3,2107,FALSE,4,-6443.78304584624,122934,-1.01126538698152,cv_tree_cover_1000m_coef_kruger_national_park_mesh_3_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kruger_national_park_mesh_3_1000m_local_density_parks.Rds,Woody Cover Trend
Kruger National Park,tree_cover_1000m_coef,4,50,mesh_4,907,TRUE,5,-6987.31627461434,122934,-1.09656564259484,cv_tree_cover_1000m_coef_kruger_national_park_mesh_4_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kruger_national_park_mesh_4_1000m_local_density_parks.Rds,Woody Cover Trend
Kruger National Park,tree_cover_1000m_coef,4,100,mesh_5,907,TRUE,5,-7007.26354901136,122934,-1.0996960999704,cv_tree_cover_1000m_coef_kruger_national_park_mesh_5_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kruger_national_park_mesh_5_1000m_local_density_parks.Rds,Woody Cover Trend
Kruger National Park,tree_cover_1000m_coef,4,150,mesh_6,907,FALSE,4,-7015.32049418039,122934,-1.10096052953239,cv_tree_cover_1000m_coef_kruger_national_park_mesh_6_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kruger_national_park_mesh_6_1000m_local_density_parks.Rds,Woody Cover Trend
Kruger National Park,tree_cover_1000m_coef,8,50,mesh_7,359,TRUE,5,-7958.38420800145,122934,-1.24896174011322,cv_tree_cover_1000m_coef_kruger_national_park_mesh_7_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kruger_national_park_mesh_7_1000m_local_density_parks.Rds,Woody Cover Trend
Kruger National Park,tree_cover_1000m_coef,8,100,mesh_8,359,TRUE,5,-7944.03834464467,122934,-1.24671034912816,cv_tree_cover_1000m_coef_kruger_national_park_mesh_8_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kruger_national_park_mesh_8_1000m_local_density_parks.Rds,Woody Cover Trend
Kruger National Park,tree_cover_1000m_coef,8,150,mesh_9,359,TRUE,5,-7950.95554376094,122934,-1.2477959108225,cv_tree_cover_1000m_coef_kruger_national_park_mesh_9_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kruger_national_park_mesh_9_1000m_local_density_parks.Rds,Woody Cover Trend
Kruger National Park,tree_cover_1000m_coef,16,50,mesh_10,144,TRUE,5,-8884.33396582129,122934,-1.3942771446675,cv_tree_cover_1000m_coef_kruger_national_park_mesh_10_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kruger_national_park_mesh_10_1000m_local_density_parks.Rds,Woody Cover Trend
Kruger National Park,tree_cover_1000m_coef,16,150,mesh_12,140,TRUE,5,-8873.87230630939,122934,-1.3926353274183,cv_tree_cover_1000m_coef_kruger_national_park_mesh_12_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kruger_national_park_mesh_12_1000m_local_density_parks.Rds,Woody Cover Trend
Kruger National Park,tree_cover_1000m_coef,32,50,mesh_13,63,TRUE,5,-9247.13617147933,122934,-1.45121408843053,cv_tree_cover_1000m_coef_kruger_national_park_mesh_13_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kruger_national_park_mesh_13_1000m_local_density_parks.Rds,Woody Cover Trend
Kruger National Park,tree_cover_1000m_coef,32,100,mesh_14,62,FALSE,4,-9258.18007651954,122934,-1.45294728131192,cv_tree_cover_1000m_coef_kruger_national_park_mesh_14_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kruger_national_park_mesh_14_1000m_local_density_parks.Rds,Woody Cover Trend
Kruger National Park,tree_cover_1000m_coef,32,150,mesh_15,62,TRUE,5,-9251.75753139558,122934,-1.45193934893214,cv_tree_cover_1000m_coef_kruger_national_park_mesh_15_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kruger_national_park_mesh_15_1000m_local_density_parks.Rds,Woody Cover Trend
Kruger National Park,canopy_height_900m_coef,2,50,mesh_1,2107,TRUE,5,26626.4568161184,122934,4.17866553925273,cv_canopy_height_900m_coef_kruger_national_park_mesh_1_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_kruger_national_park_mesh_1_1000m_local_density_parks.Rds,Canopy Height Trend
Kruger National Park,canopy_height_900m_coef,2,100,mesh_2,2107,TRUE,5,26718.278701083,122934,4.19307575346563,cv_canopy_height_900m_coef_kruger_national_park_mesh_2_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_kruger_national_park_mesh_2_1000m_local_density_parks.Rds,Canopy Height Trend
Kruger National Park,canopy_height_900m_coef,2,150,mesh_3,2107,TRUE,5,26748.9983727398,122934,4.19789679421528,cv_canopy_height_900m_coef_kruger_national_park_mesh_3_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_kruger_national_park_mesh_3_1000m_local_density_parks.Rds,Canopy Height Trend
Kruger National Park,canopy_height_900m_coef,4,50,mesh_4,907,TRUE,5,26032.1505171292,122934,4.08539713074847,cv_canopy_height_900m_coef_kruger_national_park_mesh_4_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_kruger_national_park_mesh_4_1000m_local_density_parks.Rds,Canopy Height Trend
Kruger National Park,canopy_height_900m_coef,4,100,mesh_5,907,TRUE,5,26021.6543444281,122934,4.08374989711678,cv_canopy_height_900m_coef_kruger_national_park_mesh_5_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_kruger_national_park_mesh_5_1000m_local_density_parks.Rds,Canopy Height Trend
Kruger National Park,canopy_height_900m_coef,4,150,mesh_6,907,TRUE,5,26041.3982708259,122934,4.0868484417492,cv_canopy_height_900m_coef_kruger_national_park_mesh_6_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_kruger_national_park_mesh_6_1000m_local_density_parks.Rds,Canopy Height Trend
Kruger National Park,canopy_height_900m_coef,8,100,mesh_8,359,TRUE,5,24774.0508274572,122934,3.8879552459914,cv_canopy_height_900m_coef_kruger_national_park_mesh_8_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_kruger_national_park_mesh_8_1000m_local_density_parks.Rds,Canopy Height Trend
Kruger National Park,canopy_height_900m_coef,8,150,mesh_9,359,FALSE,4,24834.3975720858,122934,3.89742585877053,cv_canopy_height_900m_coef_kruger_national_park_mesh_9_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_kruger_national_park_mesh_9_1000m_local_density_parks.Rds,Canopy Height Trend
Kruger National Park,canopy_height_900m_coef,16,50,mesh_10,144,TRUE,5,23961.3513290294,122934,3.76041295182508,cv_canopy_height_900m_coef_kruger_national_park_mesh_10_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_kruger_national_park_mesh_10_1000m_local_density_parks.Rds,Canopy Height Trend
Kruger National Park,canopy_height_900m_coef,16,100,mesh_11,140,TRUE,5,23943.1757778959,122934,3.75756054267041,cv_canopy_height_900m_coef_kruger_national_park_mesh_11_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_kruger_national_park_mesh_11_1000m_local_density_parks.Rds,Canopy Height Trend
Kruger National Park,canopy_height_900m_coef,16,150,mesh_12,140,TRUE,5,23949.2746714957,122934,3.75851768228118,cv_canopy_height_900m_coef_kruger_national_park_mesh_12_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_kruger_national_park_mesh_12_1000m_local_density_parks.Rds,Canopy Height Trend
Khaudum,tree_cover_1000m_coef,2,50,mesh_1,659,TRUE,5,-888.719770777263,122934,-0.351550542237841,cv_tree_cover_1000m_coef_khaudum_mesh_1_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_khaudum_mesh_1_1000m_local_density_parks.Rds,Woody Cover Trend
Khaudum,tree_cover_1000m_coef,2,100,mesh_2,659,TRUE,5,-870.193775800809,122934,-0.344222221440193,cv_tree_cover_1000m_coef_khaudum_mesh_2_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_khaudum_mesh_2_1000m_local_density_parks.Rds,Woody Cover Trend
Khaudum,tree_cover_1000m_coef,2,150,mesh_3,659,FALSE,3,-888.038046643054,122934,-0.351280872880955,cv_tree_cover_1000m_coef_khaudum_mesh_3_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_khaudum_mesh_3_1000m_local_density_parks.Rds,Woody Cover Trend
Khaudum,tree_cover_1000m_coef,4,50,mesh_4,264,TRUE,5,-1268.62933306542,122934,-0.501831223522713,cv_tree_cover_1000m_coef_khaudum_mesh_4_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_khaudum_mesh_4_1000m_local_density_parks.Rds,Woody Cover Trend
Khaudum,tree_cover_1000m_coef,4,100,mesh_5,264,TRUE,5,-1281.99484107126,122934,-0.507118212449074,cv_tree_cover_1000m_coef_khaudum_mesh_5_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_khaudum_mesh_5_1000m_local_density_parks.Rds,Woody Cover Trend
Khaudum,tree_cover_1000m_coef,4,150,mesh_6,264,TRUE,5,-1287.55655434954,122934,-0.509318257258521,cv_tree_cover_1000m_coef_khaudum_mesh_6_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_khaudum_mesh_6_1000m_local_density_parks.Rds,Woody Cover Trend
Khaudum,tree_cover_1000m_coef,8,100,mesh_8,100,TRUE,5,-1726.18837506299,122934,-0.682827680009092,cv_tree_cover_1000m_coef_khaudum_mesh_8_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_khaudum_mesh_8_1000m_local_density_parks.Rds,Woody Cover Trend
Khaudum,tree_cover_1000m_coef,8,150,mesh_9,100,TRUE,5,-1729.74196685696,122934,-0.684233372965568,cv_tree_cover_1000m_coef_khaudum_mesh_9_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_khaudum_mesh_9_1000m_local_density_parks.Rds,Woody Cover Trend
Khaudum,tree_cover_1000m_coef,16,50,mesh_10,45,FALSE,4,-1937.69919206682,122934,-0.766494933570736,cv_tree_cover_1000m_coef_khaudum_mesh_10_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_khaudum_mesh_10_1000m_local_density_parks.Rds,Woody Cover Trend
Khaudum,tree_cover_1000m_coef,16,100,mesh_11,45,TRUE,5,-1937.01261755682,122934,-0.766223345552539,cv_tree_cover_1000m_coef_khaudum_mesh_11_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_khaudum_mesh_11_1000m_local_density_parks.Rds,Woody Cover Trend
Khaudum,tree_cover_1000m_coef,16,150,mesh_12,45,TRUE,5,-1931.88382865385,122934,-0.764194552473834,cv_tree_cover_1000m_coef_khaudum_mesh_12_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_khaudum_mesh_12_1000m_local_density_parks.Rds,Woody Cover Trend
Khaudum,canopy_height_900m_coef,2,50,mesh_1,659,TRUE,5,10694.85934843,122934,4.23056145111946,cv_canopy_height_900m_coef_khaudum_mesh_1_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_khaudum_mesh_1_1000m_local_density_parks.Rds,Canopy Height Trend
Khaudum,canopy_height_900m_coef,2,100,mesh_2,659,TRUE,5,10703.3630366703,122934,4.23392525184745,cv_canopy_height_900m_coef_khaudum_mesh_2_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_khaudum_mesh_2_1000m_local_density_parks.Rds,Canopy Height Trend
Khaudum,canopy_height_900m_coef,2,150,mesh_3,659,TRUE,5,10741.1501010193,122934,4.24887266654246,cv_canopy_height_900m_coef_khaudum_mesh_3_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_khaudum_mesh_3_1000m_local_density_parks.Rds,Canopy Height Trend
Khaudum,canopy_height_900m_coef,4,50,mesh_4,264,FALSE,3,10338.507036643,122934,4.08959930246956,cv_canopy_height_900m_coef_khaudum_mesh_4_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_khaudum_mesh_4_1000m_local_density_parks.Rds,Canopy Height Trend
Khaudum,canopy_height_900m_coef,4,100,mesh_5,264,FALSE,3,10358.6373595435,122934,4.09756224665485,cv_canopy_height_900m_coef_khaudum_mesh_5_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_khaudum_mesh_5_1000m_local_density_parks.Rds,Canopy Height Trend
Khaudum,canopy_height_900m_coef,4,150,mesh_6,264,FALSE,4,10347.4179568639,122934,4.09312419179743,cv_canopy_height_900m_coef_khaudum_mesh_6_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_khaudum_mesh_6_1000m_local_density_parks.Rds,Canopy Height Trend
Khaudum,canopy_height_900m_coef,8,50,mesh_7,100,FALSE,2,9884.02301237204,122934,3.90981922957755,cv_canopy_height_900m_coef_khaudum_mesh_7_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_khaudum_mesh_7_1000m_local_density_parks.Rds,Canopy Height Trend
Khaudum,canopy_height_900m_coef,8,100,mesh_8,100,FALSE,2,9886.53443864609,122934,3.91081267351507,cv_canopy_height_900m_coef_khaudum_mesh_8_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_khaudum_mesh_8_1000m_local_density_parks.Rds,Canopy Height Trend
Khaudum,canopy_height_900m_coef,8,150,mesh_9,100,FALSE,3,9882.05166690294,122934,3.90903942519895,cv_canopy_height_900m_coef_khaudum_mesh_9_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_khaudum_mesh_9_1000m_local_density_parks.Rds,Canopy Height Trend
Kasungu National Park,tree_cover_1000m_coef,2,100,mesh_2,501,TRUE,5,-2045.65162396919,122934,-1.1656134609511,cv_tree_cover_1000m_coef_kasungu_national_park_mesh_2_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kasungu_national_park_mesh_2_1000m_local_density_parks.Rds,Woody Cover Trend
Kasungu National Park,tree_cover_1000m_coef,2,150,mesh_3,501,TRUE,5,-2115.84744255674,122934,-1.20561107837991,cv_tree_cover_1000m_coef_kasungu_national_park_mesh_3_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kasungu_national_park_mesh_3_1000m_local_density_parks.Rds,Woody Cover Trend
Kasungu National Park,tree_cover_1000m_coef,4,50,mesh_4,196,TRUE,5,-2223.64903024283,122934,-1.26703648446885,cv_tree_cover_1000m_coef_kasungu_national_park_mesh_4_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kasungu_national_park_mesh_4_1000m_local_density_parks.Rds,Woody Cover Trend
Kasungu National Park,tree_cover_1000m_coef,4,100,mesh_5,196,TRUE,5,-2201.05731980635,122934,-1.25416371498937,cv_tree_cover_1000m_coef_kasungu_national_park_mesh_5_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kasungu_national_park_mesh_5_1000m_local_density_parks.Rds,Woody Cover Trend
Kasungu National Park,tree_cover_1000m_coef,4,150,mesh_6,196,FALSE,4,-2209.02225706644,122934,-1.2587021407786,cv_tree_cover_1000m_coef_kasungu_national_park_mesh_6_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kasungu_national_park_mesh_6_1000m_local_density_parks.Rds,Woody Cover Trend
Kasungu National Park,tree_cover_1000m_coef,8,150,mesh_9,83,TRUE,5,-2510.29608777984,122934,-1.4303681411851,cv_tree_cover_1000m_coef_kasungu_national_park_mesh_9_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kasungu_national_park_mesh_9_1000m_local_density_parks.Rds,Woody Cover Trend
Kasungu National Park,tree_cover_1000m_coef,16,50,mesh_10,43,FALSE,4,-2770.29985964513,122934,-1.57851843854423,cv_tree_cover_1000m_coef_kasungu_national_park_mesh_10_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kasungu_national_park_mesh_10_1000m_local_density_parks.Rds,Woody Cover Trend
Kasungu National Park,tree_cover_1000m_coef,16,100,mesh_11,43,TRUE,5,-2774.84915520143,122934,-1.5811106297444,cv_tree_cover_1000m_coef_kasungu_national_park_mesh_11_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kasungu_national_park_mesh_11_1000m_local_density_parks.Rds,Woody Cover Trend
Kasungu National Park,tree_cover_1000m_coef,16,150,mesh_12,43,TRUE,5,-2760.73150141325,122934,-1.57306638257166,cv_tree_cover_1000m_coef_kasungu_national_park_mesh_12_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kasungu_national_park_mesh_12_1000m_local_density_parks.Rds,Woody Cover Trend
Kasungu National Park,tree_cover_1000m_coef,32,50,mesh_13,26,FALSE,4,-2930.26643805326,122934,-1.66966748607023,cv_tree_cover_1000m_coef_kasungu_national_park_mesh_13_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kasungu_national_park_mesh_13_1000m_local_density_parks.Rds,Woody Cover Trend
Kasungu National Park,tree_cover_1000m_coef,32,100,mesh_14,26,TRUE,5,-2927.15818247837,122934,-1.66789640027258,cv_tree_cover_1000m_coef_kasungu_national_park_mesh_14_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kasungu_national_park_mesh_14_1000m_local_density_parks.Rds,Woody Cover Trend
Kasungu National Park,tree_cover_1000m_coef,32,150,mesh_15,26,FALSE,4,-2928.28546070056,122934,-1.66853872404591,cv_tree_cover_1000m_coef_kasungu_national_park_mesh_15_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_kasungu_national_park_mesh_15_1000m_local_density_parks.Rds,Woody Cover Trend
Kasungu National Park,canopy_height_900m_coef,2,50,mesh_1,501,FALSE,4,6404.89072301267,122934,3.649510383483,cv_canopy_height_900m_coef_kasungu_national_park_mesh_1_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_kasungu_national_park_mesh_1_1000m_local_density_parks.Rds,Canopy Height Trend
Kasungu National Park,canopy_height_900m_coef,2,150,mesh_3,501,FALSE,4,6376.11275905015,122934,3.63311268321946,cv_canopy_height_900m_coef_kasungu_national_park_mesh_3_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_kasungu_national_park_mesh_3_1000m_local_density_parks.Rds,Canopy Height Trend
Kasungu National Park,canopy_height_900m_coef,4,50,mesh_4,196,TRUE,5,6195.00690668035,122934,3.52991846534493,cv_canopy_height_900m_coef_kasungu_national_park_mesh_4_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_kasungu_national_park_mesh_4_1000m_local_density_parks.Rds,Canopy Height Trend
Kasungu National Park,canopy_height_900m_coef,4,100,mesh_5,196,FALSE,4,6224.13111980398,122934,3.54651345857777,cv_canopy_height_900m_coef_kasungu_national_park_mesh_5_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_kasungu_national_park_mesh_5_1000m_local_density_parks.Rds,Canopy Height Trend
Kasungu National Park,canopy_height_900m_coef,4,150,mesh_6,196,TRUE,5,6207.48716089991,122934,3.53702972131049,cv_canopy_height_900m_coef_kasungu_national_park_mesh_6_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_kasungu_national_park_mesh_6_1000m_local_density_parks.Rds,Canopy Height Trend
Kasungu National Park,canopy_height_900m_coef,8,50,mesh_7,83,FALSE,4,5982.53689676172,122934,3.40885293262776,cv_canopy_height_900m_coef_kasungu_national_park_mesh_7_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_kasungu_national_park_mesh_7_1000m_local_density_parks.Rds,Canopy Height Trend
Kasungu National Park,canopy_height_900m_coef,8,100,mesh_8,83,FALSE,4,5959.80824060667,122934,3.39590213139981,cv_canopy_height_900m_coef_kasungu_national_park_mesh_8_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_kasungu_national_park_mesh_8_1000m_local_density_parks.Rds,Canopy Height Trend
Kasungu National Park,canopy_height_900m_coef,8,150,mesh_9,83,FALSE,2,5945.11611715613,122934,3.38753055108611,cv_canopy_height_900m_coef_kasungu_national_park_mesh_9_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_kasungu_national_park_mesh_9_1000m_local_density_parks.Rds,Canopy Height Trend
Kasungu National Park,canopy_height_900m_coef,16,50,mesh_10,43,FALSE,4,5717.71058719117,122934,3.25795475053628,cv_canopy_height_900m_coef_kasungu_national_park_mesh_10_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_kasungu_national_park_mesh_10_1000m_local_density_parks.Rds,Canopy Height Trend
Kasungu National Park,canopy_height_900m_coef,16,100,mesh_11,43,TRUE,5,5708.16682819403,122934,3.25251671122167,cv_canopy_height_900m_coef_kasungu_national_park_mesh_11_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_kasungu_national_park_mesh_11_1000m_local_density_parks.Rds,Canopy Height Trend
