term,estimate,std.error,conf.low,conf.high,sig,response,excluded_park,n_park,dev_explained_var,dev_explained_full,dev_explained_spatial,cutoff,max_inner_edge,n_vertices,aic,n,model_id,model_path,hessian_ok,eigen_values_ok,nlminb_ok,range_ok,gradients_ok,se_magnitude_ok,se_na_ok,sigmas_ok,all_ok,clean_response,clean_term
sprec_coef_scaled,0,0,0,0,non-significant,canopy_height_900m_coef,Limpopo,7457,0.0630341968207944,0.85988009699372,0.857829367199067,2,100,16410,-478377.986421603,66847,loo_canopy_height_900m_coef_no_limpopo_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_limpopo_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,sprec_coef_scaled
(Intercept),-0.00868270897551062,0.000415342729174649,-0.00949676576593351,-0.00786865218508774,negative,canopy_height_900m_coef,Luengue-Luiana National Park,20264,0.0386093173629,0.880784826183506,0.879537632865043,2,100,14171,-397175.42887811,54040,loo_canopy_height_900m_coef_no_luengue-luiana_national_park_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_luengue-luiana_national_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,(Intercept)
slocal_density_km2_scaled,0,0,0,0,non-significant,canopy_height_900m_coef,Luengue-Luiana National Park,20264,0.0386093173629,0.880784826183506,0.879537632865043,2,100,14171,-397175.42887811,54040,loo_canopy_height_900m_coef_no_luengue-luiana_national_park_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_luengue-luiana_national_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,slocal_density_km2_scaled
smonths_extreme_drought_scaled,0,0,0,0,non-significant,canopy_height_900m_coef,Luengue-Luiana National Park,20264,0.0386093173629,0.880784826183506,0.879537632865043,2,100,14171,-397175.42887811,54040,loo_canopy_height_900m_coef_no_luengue-luiana_national_park_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_luengue-luiana_national_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,smonths_extreme_drought_scaled
sfire_frequency_scaled,0,0,0,0,non-significant,canopy_height_900m_coef,Luengue-Luiana National Park,20264,0.0386093173629,0.880784826183506,0.879537632865043,2,100,14171,-397175.42887811,54040,loo_canopy_height_900m_coef_no_luengue-luiana_national_park_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_luengue-luiana_national_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,sfire_frequency_scaled
sprec_coef_scaled,0,0,0,0,non-significant,canopy_height_900m_coef,Luengue-Luiana National Park,20264,0.0386093173629,0.880784826183506,0.879537632865043,2,100,14171,-397175.42887811,54040,loo_canopy_height_900m_coef_no_luengue-luiana_national_park_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_luengue-luiana_national_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,sprec_coef_scaled
(Intercept),-0.00975965148405574,0.000344814829501806,-0.0104354761312146,-0.00908382683689688,negative,canopy_height_900m_coef,Moremi,2999,0.0705921173381963,0.858445411750051,0.856560421615366,2,100,17275,-513314.219233595,71305,loo_canopy_height_900m_coef_no_moremi_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_moremi_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,(Intercept)
slocal_density_km2_scaled,0,0,0,0,non-significant,canopy_height_900m_coef,Moremi,2999,0.0705921173381963,0.858445411750051,0.856560421615366,2,100,17275,-513314.219233595,71305,loo_canopy_height_900m_coef_no_moremi_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_moremi_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,slocal_density_km2_scaled
smonths_extreme_drought_scaled,0,0,0,0,non-significant,canopy_height_900m_coef,Moremi,2999,0.0705921173381963,0.858445411750051,0.856560421615366,2,100,17275,-513314.219233595,71305,loo_canopy_height_900m_coef_no_moremi_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_moremi_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,smonths_extreme_drought_scaled
sfire_frequency_scaled,0,0,0,0,non-significant,canopy_height_900m_coef,Moremi,2999,0.0705921173381963,0.858445411750051,0.856560421615366,2,100,17275,-513314.219233595,71305,loo_canopy_height_900m_coef_no_moremi_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_moremi_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,sfire_frequency_scaled
sprec_coef_scaled,0,0,0,0,non-significant,canopy_height_900m_coef,Moremi,2999,0.0705921173381963,0.858445411750051,0.856560421615366,2,100,17275,-513314.219233595,71305,loo_canopy_height_900m_coef_no_moremi_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_moremi_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,sprec_coef_scaled
(Intercept),-0.00992792676646409,0.000342427321719778,-0.0105990719843574,-0.00925678154857081,negative,canopy_height_900m_coef,No Park,0,0.0594762410850138,0.85868527531098,0.856763439644242,2,100,18010,-534737.401912666,74304,loo_canopy_height_900m_coef_no_no_park_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_no_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,(Intercept)
slocal_density_km2_scaled,0,0,0,0,non-significant,canopy_height_900m_coef,No Park,0,0.0594762410850138,0.85868527531098,0.856763439644242,2,100,18010,-534737.401912666,74304,loo_canopy_height_900m_coef_no_no_park_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_no_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,slocal_density_km2_scaled
smonths_extreme_drought_scaled,0,0,0,0,non-significant,canopy_height_900m_coef,No Park,0,0.0594762410850138,0.85868527531098,0.856763439644242,2,100,18010,-534737.401912666,74304,loo_canopy_height_900m_coef_no_no_park_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_no_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,smonths_extreme_drought_scaled
sfire_frequency_scaled,0,0,0,0,non-significant,canopy_height_900m_coef,No Park,0,0.0594762410850138,0.85868527531098,0.856763439644242,2,100,18010,-534737.401912666,74304,loo_canopy_height_900m_coef_no_no_park_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_no_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,sfire_frequency_scaled
sprec_coef_scaled,0,0,0,0,non-significant,canopy_height_900m_coef,No Park,0,0.0594762410850138,0.85868527531098,0.856763439644242,2,100,18010,-534737.401912666,74304,loo_canopy_height_900m_coef_no_no_park_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_no_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,sprec_coef_scaled
(Intercept),-0.0095338434928901,0.000349558096113017,-0.010218964771776,-0.0088487222140042,negative,canopy_height_900m_coef,Sioma Ngwezi,3326,0.0590360635559032,0.859776728042371,0.857921442152478,2,100,17282,-512091.007111527,70978,loo_canopy_height_900m_coef_no_sioma_ngwezi_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_sioma_ngwezi_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,(Intercept)
slocal_density_km2_scaled,0,0,0,0,non-significant,canopy_height_900m_coef,Sioma Ngwezi,3326,0.0590360635559032,0.859776728042371,0.857921442152478,2,100,17282,-512091.007111527,70978,loo_canopy_height_900m_coef_no_sioma_ngwezi_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_sioma_ngwezi_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,slocal_density_km2_scaled
smonths_extreme_drought_scaled,0,0,0,0,non-significant,canopy_height_900m_coef,Sioma Ngwezi,3326,0.0590360635559032,0.859776728042371,0.857921442152478,2,100,17282,-512091.007111527,70978,loo_canopy_height_900m_coef_no_sioma_ngwezi_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_sioma_ngwezi_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,smonths_extreme_drought_scaled
sfire_frequency_scaled,0,0,0,0,non-significant,canopy_height_900m_coef,Sioma Ngwezi,3326,0.0590360635559032,0.859776728042371,0.857921442152478,2,100,17282,-512091.007111527,70978,loo_canopy_height_900m_coef_no_sioma_ngwezi_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_sioma_ngwezi_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,sfire_frequency_scaled
sprec_coef_scaled,0,0,0,0,non-significant,canopy_height_900m_coef,Sioma Ngwezi,3326,0.0590360635559032,0.859776728042371,0.857921442152478,2,100,17282,-512091.007111527,70978,loo_canopy_height_900m_coef_no_sioma_ngwezi_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_sioma_ngwezi_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,sprec_coef_scaled
(Intercept),-0.0104856875237438,0.00033421072992857,-0.0111407285176506,-0.00983064652983694,negative,canopy_height_900m_coef,South Luangwa,7769,0.0999893089664528,0.854421448072157,0.852408827072059,2,100,16388,-481197.62408908,66535,loo_canopy_height_900m_coef_no_south_luangwa_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_south_luangwa_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,(Intercept)
slocal_density_km2_scaled,0,0,0,0,non-significant,canopy_height_900m_coef,South Luangwa,7769,0.0999893089664528,0.854421448072157,0.852408827072059,2,100,16388,-481197.62408908,66535,loo_canopy_height_900m_coef_no_south_luangwa_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_south_luangwa_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,slocal_density_km2_scaled
smonths_extreme_drought_scaled,0,0,0,0,non-significant,canopy_height_900m_coef,South Luangwa,7769,0.0999893089664528,0.854421448072157,0.852408827072059,2,100,16388,-481197.62408908,66535,loo_canopy_height_900m_coef_no_south_luangwa_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_south_luangwa_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,smonths_extreme_drought_scaled
sfire_frequency_scaled,0,0,0,0,non-significant,canopy_height_900m_coef,South Luangwa,7769,0.0999893089664528,0.854421448072157,0.852408827072059,2,100,16388,-481197.62408908,66535,loo_canopy_height_900m_coef_no_south_luangwa_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_south_luangwa_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,sfire_frequency_scaled
sprec_coef_scaled,0,0,0,0,non-significant,canopy_height_900m_coef,South Luangwa,7769,0.0999893089664528,0.854421448072157,0.852408827072059,2,100,16388,-481197.62408908,66535,loo_canopy_height_900m_coef_no_south_luangwa_1000m_local_density_smoothed,builds/loo_models/loo_canopy_height_900m_coef_no_south_luangwa_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Vegetation Height Trend,sprec_coef_scaled
(Intercept),0.63330519791238,0.0457791277931283,0.543579756194192,0.723030639630568,positive,tree_cover_1000m_coef,Bwabwata,4938,0.349091795858286,0.904394968513223,0.903712536661999,2,50,18644,138886.082836359,69366,loo_tree_cover_1000m_coef_no_bwabwata_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_bwabwata_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,(Intercept)
slocal_density_km2_scaled,-0.15,0.02,-0.189199279690801,-0.110800720309199,negative,tree_cover_1000m_coef,Bwabwata,4938,0.349091795858286,0.904394968513223,0.903712536661999,2,50,18644,138886.082836359,69366,loo_tree_cover_1000m_coef_no_bwabwata_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_bwabwata_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,slocal_density_km2_scaled
smonths_extreme_drought_scaled,0.17,0.03,0.111201080463798,0.228798919536202,positive,tree_cover_1000m_coef,Bwabwata,4938,0.349091795858286,0.904394968513223,0.903712536661999,2,50,18644,138886.082836359,69366,loo_tree_cover_1000m_coef_no_bwabwata_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_bwabwata_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,smonths_extreme_drought_scaled
sfire_frequency_scaled,-0.12,0.01,-0.139599639845401,-0.100400360154599,negative,tree_cover_1000m_coef,Bwabwata,4938,0.349091795858286,0.904394968513223,0.903712536661999,2,50,18644,138886.082836359,69366,loo_tree_cover_1000m_coef_no_bwabwata_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_bwabwata_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,sfire_frequency_scaled
sprec_coef_scaled,0.74,0.05,0.642001800772997,0.837998199227003,positive,tree_cover_1000m_coef,Bwabwata,4938,0.349091795858286,0.904394968513223,0.903712536661999,2,50,18644,138886.082836359,69366,loo_tree_cover_1000m_coef_no_bwabwata_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_bwabwata_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,sprec_coef_scaled
(Intercept),0.631753996308926,0.0458819413384048,0.541827043744873,0.721680948872978,positive,tree_cover_1000m_coef,Chobe,4891,0.352436591731835,0.902557996509632,0.901762115260075,2,50,18309,139743.840481279,69413,loo_tree_cover_1000m_coef_no_chobe_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_chobe_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,(Intercept)
slocal_density_km2_scaled,-0.13,0.02,-0.169199279690801,-0.0908007203091989,negative,tree_cover_1000m_coef,Chobe,4891,0.352436591731835,0.902557996509632,0.901762115260075,2,50,18309,139743.840481279,69413,loo_tree_cover_1000m_coef_no_chobe_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_chobe_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,slocal_density_km2_scaled
smonths_extreme_drought_scaled,0.18,0.03,0.121201080463798,0.238798919536202,positive,tree_cover_1000m_coef,Chobe,4891,0.352436591731835,0.902557996509632,0.901762115260075,2,50,18309,139743.840481279,69413,loo_tree_cover_1000m_coef_no_chobe_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_chobe_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,smonths_extreme_drought_scaled
sfire_frequency_scaled,-0.13,0.01,-0.149599639845401,-0.110400360154599,negative,tree_cover_1000m_coef,Chobe,4891,0.352436591731835,0.902557996509632,0.901762115260075,2,50,18309,139743.840481279,69413,loo_tree_cover_1000m_coef_no_chobe_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_chobe_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,sfire_frequency_scaled
sprec_coef_scaled,0.75,0.05,0.652001800772997,0.847998199227003,positive,tree_cover_1000m_coef,Chobe,4891,0.352436591731835,0.902557996509632,0.901762115260075,2,50,18309,139743.840481279,69413,loo_tree_cover_1000m_coef_no_chobe_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_chobe_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,sprec_coef_scaled
(Intercept),0.503213755290765,0.040063386266161,0.424690961110373,0.581736549471157,positive,tree_cover_1000m_coef,Gonarezhou,2137,0.335339515254017,0.894192618236752,0.893341423919719,2,50,18985,142802.02941456,72167,loo_tree_cover_1000m_coef_no_gonarezhou_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_gonarezhou_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Woody Cover Trend,(Intercept)
slocal_density_km2_scaled,-0.17,0.02,-0.209199279690801,-0.130800720309199,negative,tree_cover_1000m_coef,Gonarezhou,2137,0.335339515254017,0.894192618236752,0.893341423919719,2,50,18985,142802.02941456,72167,loo_tree_cover_1000m_coef_no_gonarezhou_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_gonarezhou_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Woody Cover Trend,slocal_density_km2_scaled
smonths_extreme_drought_scaled,0.2,0.03,0.141201080463798,0.258798919536202,positive,tree_cover_1000m_coef,Gonarezhou,2137,0.335339515254017,0.894192618236752,0.893341423919719,2,50,18985,142802.02941456,72167,loo_tree_cover_1000m_coef_no_gonarezhou_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_gonarezhou_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Woody Cover Trend,smonths_extreme_drought_scaled
sfire_frequency_scaled,-0.14,0.01,-0.159599639845401,-0.1204003601546,negative,tree_cover_1000m_coef,Gonarezhou,2137,0.335339515254017,0.894192618236752,0.893341423919719,2,50,18985,142802.02941456,72167,loo_tree_cover_1000m_coef_no_gonarezhou_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_gonarezhou_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Woody Cover Trend,sfire_frequency_scaled
sprec_coef_scaled,0.64,0.05,0.542001800772997,0.737998199227003,positive,tree_cover_1000m_coef,Gonarezhou,2137,0.335339515254017,0.894192618236752,0.893341423919719,2,50,18985,142802.02941456,72167,loo_tree_cover_1000m_coef_no_gonarezhou_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_gonarezhou_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Woody Cover Trend,sprec_coef_scaled
(Intercept),0.568147294881508,0.0431646294944156,0.483546175666439,0.652748414096578,positive,tree_cover_1000m_coef,Hluhluwe – iMfolozi Park,625,0.32578248789833,0.898427762815439,0.897664072296846,2,50,19271,146731.239245291,73679,loo_tree_cover_1000m_coef_no_hluhluwe_–_imfolozi_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_hluhluwe_–_imfolozi_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,(Intercept)
slocal_density_km2_scaled,-0.16,0.02,-0.199199279690801,-0.120800720309199,negative,tree_cover_1000m_coef,Hluhluwe – iMfolozi Park,625,0.32578248789833,0.898427762815439,0.897664072296846,2,50,19271,146731.239245291,73679,loo_tree_cover_1000m_coef_no_hluhluwe_–_imfolozi_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_hluhluwe_–_imfolozi_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,slocal_density_km2_scaled
smonths_extreme_drought_scaled,0.16,0.03,0.101201080463798,0.218798919536202,positive,tree_cover_1000m_coef,Hluhluwe – iMfolozi Park,625,0.32578248789833,0.898427762815439,0.897664072296846,2,50,19271,146731.239245291,73679,loo_tree_cover_1000m_coef_no_hluhluwe_–_imfolozi_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_hluhluwe_–_imfolozi_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,smonths_extreme_drought_scaled
sfire_frequency_scaled,-0.13,0.01,-0.149599639845401,-0.110400360154599,negative,tree_cover_1000m_coef,Hluhluwe – iMfolozi Park,625,0.32578248789833,0.898427762815439,0.897664072296846,2,50,19271,146731.239245291,73679,loo_tree_cover_1000m_coef_no_hluhluwe_–_imfolozi_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_hluhluwe_–_imfolozi_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,sfire_frequency_scaled
sprec_coef_scaled,0.56,0.04,0.481601440618398,0.638398559381602,positive,tree_cover_1000m_coef,Hluhluwe – iMfolozi Park,625,0.32578248789833,0.898427762815439,0.897664072296846,2,50,19271,146731.239245291,73679,loo_tree_cover_1000m_coef_no_hluhluwe_–_imfolozi_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_hluhluwe_–_imfolozi_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,sprec_coef_scaled
(Intercept),0.63507503525718,0.0472285878731759,0.54250870398507,0.72764136652929,positive,tree_cover_1000m_coef,Hwange,8652,0.364301962623693,0.90431830965492,0.903534996083901,2,50,17557,131609.921444641,65652,loo_tree_cover_1000m_coef_no_hwange_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_hwange_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,(Intercept)
slocal_density_km2_scaled,0.16,0.02,0.120800720309199,0.199199279690801,positive,tree_cover_1000m_coef,Hwange,8652,0.364301962623693,0.90431830965492,0.903534996083901,2,50,17557,131609.921444641,65652,loo_tree_cover_1000m_coef_no_hwange_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_hwange_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,slocal_density_km2_scaled
smonths_extreme_drought_scaled,0.15,0.03,0.0912010804637984,0.208798919536202,positive,tree_cover_1000m_coef,Hwange,8652,0.364301962623693,0.90431830965492,0.903534996083901,2,50,17557,131609.921444641,65652,loo_tree_cover_1000m_coef_no_hwange_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_hwange_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,smonths_extreme_drought_scaled
sfire_frequency_scaled,-0.12,0.01,-0.139599639845401,-0.100400360154599,negative,tree_cover_1000m_coef,Hwange,8652,0.364301962623693,0.90431830965492,0.903534996083901,2,50,17557,131609.921444641,65652,loo_tree_cover_1000m_coef_no_hwange_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_hwange_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,sfire_frequency_scaled
sprec_coef_scaled,0.76,0.05,0.662001800772997,0.857998199227003,positive,tree_cover_1000m_coef,Hwange,8652,0.364301962623693,0.90431830965492,0.903534996083901,2,50,17557,131609.921444641,65652,loo_tree_cover_1000m_coef_no_hwange_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_hwange_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,sprec_coef_scaled
(Intercept),0.58997141526187,0.0432167119987789,0.505268216214023,0.674674614309717,positive,tree_cover_1000m_coef,Itala Nature Reserve,199,0.344266172275084,0.901351268205597,0.900594646137164,2,50,19567,147874.556307567,74105,loo_tree_cover_1000m_coef_no_itala_nature_reserve_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_itala_nature_reserve_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,(Intercept)
slocal_density_km2_scaled,-0.15,0.02,-0.189199279690801,-0.110800720309199,negative,tree_cover_1000m_coef,Itala Nature Reserve,199,0.344266172275084,0.901351268205597,0.900594646137164,2,50,19567,147874.556307567,74105,loo_tree_cover_1000m_coef_no_itala_nature_reserve_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_itala_nature_reserve_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,slocal_density_km2_scaled
