tier,filter_call,cutoff,max_inner_edge,mesh_id,n_vertices,all_converged,p_d_hessian,response,sum_loglik,n,log_cpo_approx,model_id,model_path,clean_response
tree_cover_1000m_coef_lq,tree_cover_q == 'lq',4,150,mesh_6,5011,TRUE,5,tree_cover_1000m_coef,-22112.4862348577,83860,-0.79903469808693,cv_tree_cover_1000m_coef_lq_mesh_6_1000m_local_density_subsets,builds/cv_subset_models/cv_tree_cover_1000m_coef_lq_mesh_6_1000m_local_density_subsets.Rds,Woody Cover Trend
tree_cover_1000m_coef_lq,tree_cover_q == 'lq',16,50,mesh_10,3117,TRUE,5,tree_cover_1000m_coef,-28827.2539339578,83860,-1.04167283132029,cv_tree_cover_1000m_coef_lq_mesh_10_1000m_local_density_subsets,builds/cv_subset_models/cv_tree_cover_1000m_coef_lq_mesh_10_1000m_local_density_subsets.Rds,Woody Cover Trend
tree_cover_1000m_coef_lq,tree_cover_q == 'lq',16,100,mesh_11,1306,FALSE,4,tree_cover_1000m_coef,-28864.9544736772,83860,-1.04303514033668,cv_tree_cover_1000m_coef_lq_mesh_11_1000m_local_density_subsets,builds/cv_subset_models/cv_tree_cover_1000m_coef_lq_mesh_11_1000m_local_density_subsets.Rds,Woody Cover Trend
tree_cover_1000m_coef_lq,tree_cover_q == 'lq',16,150,mesh_12,1025,TRUE,5,tree_cover_1000m_coef,-28902.8806444207,83860,-1.0444056025302,cv_tree_cover_1000m_coef_lq_mesh_12_1000m_local_density_subsets,builds/cv_subset_models/cv_tree_cover_1000m_coef_lq_mesh_12_1000m_local_density_subsets.Rds,Woody Cover Trend
tree_cover_1000m_coef_lq,tree_cover_q == 'lq',32,50,mesh_13,1853,TRUE,5,tree_cover_1000m_coef,-31937.2402515119,83860,-1.1540521880289,cv_tree_cover_1000m_coef_lq_mesh_13_1000m_local_density_subsets,builds/cv_subset_models/cv_tree_cover_1000m_coef_lq_mesh_13_1000m_local_density_subsets.Rds,Woody Cover Trend
tree_cover_1000m_coef_lq,tree_cover_q == 'lq',32,100,mesh_14,880,TRUE,5,tree_cover_1000m_coef,-32181.4131416663,83860,-1.16287537550286,cv_tree_cover_1000m_coef_lq_mesh_14_1000m_local_density_subsets,builds/cv_subset_models/cv_tree_cover_1000m_coef_lq_mesh_14_1000m_local_density_subsets.Rds,Woody Cover Trend
tree_cover_1000m_coef_lq,tree_cover_q == 'lq',32,150,mesh_15,534,TRUE,5,tree_cover_1000m_coef,-32226.7314834171,83860,-1.1645129537984,cv_tree_cover_1000m_coef_lq_mesh_15_1000m_local_density_subsets,builds/cv_subset_models/cv_tree_cover_1000m_coef_lq_mesh_15_1000m_local_density_subsets.Rds,Woody Cover Trend
canopy_height_900m_coef_lq,canopy_height_q == 'lq',2,50,mesh_1,12422,TRUE,5,canopy_height_900m_coef,113440.232969689,83860,4.09916285935135,cv_canopy_height_900m_coef_lq_mesh_1_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_lq_mesh_1_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_lq,canopy_height_q == 'lq',2,150,mesh_3,10504,TRUE,5,canopy_height_900m_coef,113050.974458714,83860,4.08509700291661,cv_canopy_height_900m_coef_lq_mesh_3_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_lq_mesh_3_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_lq,canopy_height_q == 'lq',4,50,mesh_4,6666,TRUE,5,canopy_height_900m_coef,111002.173287892,83860,4.01106357186862,cv_canopy_height_900m_coef_lq_mesh_4_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_lq_mesh_4_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_lq,canopy_height_q == 'lq',4,100,mesh_5,5004,TRUE,5,canopy_height_900m_coef,111049.397668371,83860,4.01277002487429,cv_canopy_height_900m_coef_lq_mesh_5_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_lq_mesh_5_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_lq,canopy_height_q == 'lq',4,150,mesh_6,4762,TRUE,5,canopy_height_900m_coef,111062.759463117,83860,4.01325285333225,cv_canopy_height_900m_coef_lq_mesh_6_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_lq_mesh_6_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_lq,canopy_height_q == 'lq',8,50,mesh_7,4081,TRUE,5,canopy_height_900m_coef,107669.88141175,83860,3.89065120372009,cv_canopy_height_900m_coef_lq_mesh_7_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_lq_mesh_7_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_lq,canopy_height_q == 'lq',8,100,mesh_8,2379,TRUE,5,canopy_height_900m_coef,107706.666978885,83860,3.89198045020183,cv_canopy_height_900m_coef_lq_mesh_8_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_lq_mesh_8_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_lq,canopy_height_q == 'lq',8,150,mesh_9,2111,TRUE,5,canopy_height_900m_coef,107681.718781422,83860,3.89107894707746,cv_canopy_height_900m_coef_lq_mesh_9_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_lq_mesh_9_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_lq,canopy_height_q == 'lq',16,50,mesh_10,3084,FALSE,1,canopy_height_900m_coef,103849.686479536,83860,3.75260845846414,cv_canopy_height_900m_coef_lq_mesh_10_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_lq_mesh_10_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_lq,canopy_height_q == 'lq',16,150,mesh_12,986,FALSE,1,canopy_height_900m_coef,103872.244949158,83860,3.75342360877206,cv_canopy_height_900m_coef_lq_mesh_12_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_lq_mesh_12_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_lq,canopy_height_q == 'lq',32,50,mesh_13,1845,TRUE,5,canopy_height_900m_coef,101130.26330686,83860,3.65434210113679,cv_canopy_height_900m_coef_lq_mesh_13_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_lq_mesh_13_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_lq,canopy_height_q == 'lq',32,100,mesh_14,870,FALSE,4,canopy_height_900m_coef,101035.803958669,83860,3.65092881255581,cv_canopy_height_900m_coef_lq_mesh_14_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_lq_mesh_14_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_lq,canopy_height_q == 'lq',32,150,mesh_15,535,FALSE,4,canopy_height_900m_coef,101002.388781457,83860,3.64972135511517,cv_canopy_height_900m_coef_lq_mesh_15_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_lq_mesh_15_1000m_local_density_subsets.Rds,Canopy Height Trend
tree_cover_1000m_coef_fenced,fenced == 'fenced',2,50,mesh_1,3441,FALSE,4,tree_cover_1000m_coef,-9710.60309088835,83860,-1.02801218408727,cv_tree_cover_1000m_coef_fenced_mesh_1_1000m_local_density_subsets,builds/cv_subset_models/cv_tree_cover_1000m_coef_fenced_mesh_1_1000m_local_density_subsets.Rds,Woody Cover Trend
tree_cover_1000m_coef_fenced,fenced == 'fenced',2,100,mesh_2,3282,TRUE,5,tree_cover_1000m_coef,-9677.72338459559,83860,-1.02453137673042,cv_tree_cover_1000m_coef_fenced_mesh_2_1000m_local_density_subsets,builds/cv_subset_models/cv_tree_cover_1000m_coef_fenced_mesh_2_1000m_local_density_subsets.Rds,Woody Cover Trend
tree_cover_1000m_coef_fenced,fenced == 'fenced',2,150,mesh_3,3274,TRUE,5,tree_cover_1000m_coef,-9702.69461781323,83860,-1.02717495424658,cv_tree_cover_1000m_coef_fenced_mesh_3_1000m_local_density_subsets,builds/cv_subset_models/cv_tree_cover_1000m_coef_fenced_mesh_3_1000m_local_density_subsets.Rds,Woody Cover Trend
tree_cover_1000m_coef_fenced,fenced == 'fenced',4,50,mesh_4,1641,TRUE,5,tree_cover_1000m_coef,-10593.1212667254,83860,-1.12143989696436,cv_tree_cover_1000m_coef_fenced_mesh_4_1000m_local_density_subsets,builds/cv_subset_models/cv_tree_cover_1000m_coef_fenced_mesh_4_1000m_local_density_subsets.Rds,Woody Cover Trend
tree_cover_1000m_coef_fenced,fenced == 'fenced',4,100,mesh_5,1471,FALSE,4,tree_cover_1000m_coef,-10579.2030109181,83860,-1.11996644197736,cv_tree_cover_1000m_coef_fenced_mesh_5_1000m_local_density_subsets,builds/cv_subset_models/cv_tree_cover_1000m_coef_fenced_mesh_5_1000m_local_density_subsets.Rds,Woody Cover Trend
tree_cover_1000m_coef_fenced,fenced == 'fenced',4,150,mesh_6,1463,FALSE,4,tree_cover_1000m_coef,-10572.4724560866,83860,-1.11925391235301,cv_tree_cover_1000m_coef_fenced_mesh_6_1000m_local_density_subsets,builds/cv_subset_models/cv_tree_cover_1000m_coef_fenced_mesh_6_1000m_local_density_subsets.Rds,Woody Cover Trend
tree_cover_1000m_coef_fenced,fenced == 'fenced',8,50,mesh_7,826,TRUE,5,tree_cover_1000m_coef,-11888.2289547835,83860,-1.25854636404652,cv_tree_cover_1000m_coef_fenced_mesh_7_1000m_local_density_subsets,builds/cv_subset_models/cv_tree_cover_1000m_coef_fenced_mesh_7_1000m_local_density_subsets.Rds,Woody Cover Trend
tree_cover_1000m_coef_fenced,fenced == 'fenced',8,100,mesh_8,628,TRUE,5,tree_cover_1000m_coef,-11907.9847026919,83860,-1.26063780464661,cv_tree_cover_1000m_coef_fenced_mesh_8_1000m_local_density_subsets,builds/cv_subset_models/cv_tree_cover_1000m_coef_fenced_mesh_8_1000m_local_density_subsets.Rds,Woody Cover Trend
tree_cover_1000m_coef_fenced,fenced == 'fenced',8,150,mesh_9,614,FALSE,4,tree_cover_1000m_coef,-11883.2378123563,83860,-1.2580179771709,cv_tree_cover_1000m_coef_fenced_mesh_9_1000m_local_density_subsets,builds/cv_subset_models/cv_tree_cover_1000m_coef_fenced_mesh_9_1000m_local_density_subsets.Rds,Woody Cover Trend
tree_cover_1000m_coef_fenced,fenced == 'fenced',16,50,mesh_10,525,TRUE,5,tree_cover_1000m_coef,-13024.3753704571,83860,-1.37882440932216,cv_tree_cover_1000m_coef_fenced_mesh_10_1000m_local_density_subsets,builds/cv_subset_models/cv_tree_cover_1000m_coef_fenced_mesh_10_1000m_local_density_subsets.Rds,Woody Cover Trend
tree_cover_1000m_coef_fenced,fenced == 'fenced',16,100,mesh_11,288,TRUE,5,tree_cover_1000m_coef,-13013.0128729607,83860,-1.37762151947499,cv_tree_cover_1000m_coef_fenced_mesh_11_1000m_local_density_subsets,builds/cv_subset_models/cv_tree_cover_1000m_coef_fenced_mesh_11_1000m_local_density_subsets.Rds,Woody Cover Trend
tree_cover_1000m_coef_fenced,fenced == 'fenced',16,150,mesh_12,263,TRUE,5,tree_cover_1000m_coef,-13004.0302608622,83860,-1.37667057599643,cv_tree_cover_1000m_coef_fenced_mesh_12_1000m_local_density_subsets,builds/cv_subset_models/cv_tree_cover_1000m_coef_fenced_mesh_12_1000m_local_density_subsets.Rds,Woody Cover Trend
tree_cover_1000m_coef_fenced,fenced == 'fenced',32,50,mesh_13,308,TRUE,5,tree_cover_1000m_coef,-13933.4256667324,83860,-1.47506094291048,cv_tree_cover_1000m_coef_fenced_mesh_13_1000m_local_density_subsets,builds/cv_subset_models/cv_tree_cover_1000m_coef_fenced_mesh_13_1000m_local_density_subsets.Rds,Woody Cover Trend
tree_cover_1000m_coef_fenced,fenced == 'fenced',32,100,mesh_14,154,TRUE,5,tree_cover_1000m_coef,-14008.899502642,83860,-1.48305097423693,cv_tree_cover_1000m_coef_fenced_mesh_14_1000m_local_density_subsets,builds/cv_subset_models/cv_tree_cover_1000m_coef_fenced_mesh_14_1000m_local_density_subsets.Rds,Woody Cover Trend
tree_cover_1000m_coef_fenced,fenced == 'fenced',32,150,mesh_15,124,TRUE,5,tree_cover_1000m_coef,-14023.5195805868,83860,-1.48459872756583,cv_tree_cover_1000m_coef_fenced_mesh_15_1000m_local_density_subsets,builds/cv_subset_models/cv_tree_cover_1000m_coef_fenced_mesh_15_1000m_local_density_subsets.Rds,Woody Cover Trend
canopy_height_900m_coef_fenced,fenced == 'fenced',2,50,mesh_1,3441,FALSE,4,canopy_height_900m_coef,38845.9877773132,83860,4.11242724722773,cv_canopy_height_900m_coef_fenced_mesh_1_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_fenced_mesh_1_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_fenced,fenced == 'fenced',2,100,mesh_2,3282,FALSE,4,canopy_height_900m_coef,38911.4716949254,83860,4.11935969668912,cv_canopy_height_900m_coef_fenced_mesh_2_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_fenced_mesh_2_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_fenced,fenced == 'fenced',2,150,mesh_3,3274,TRUE,5,canopy_height_900m_coef,38887.8545988343,83860,4.11685947478661,cv_canopy_height_900m_coef_fenced_mesh_3_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_fenced_mesh_3_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_fenced,fenced == 'fenced',4,50,mesh_4,1641,TRUE,5,canopy_height_900m_coef,38065.1161335821,83860,4.029760335971,cv_canopy_height_900m_coef_fenced_mesh_4_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_fenced_mesh_4_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_fenced,fenced == 'fenced',4,100,mesh_5,1471,FALSE,4,canopy_height_900m_coef,37966.6634119813,83860,4.01933764683265,cv_canopy_height_900m_coef_fenced_mesh_5_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_fenced_mesh_5_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_fenced,fenced == 'fenced',8,50,mesh_7,826,TRUE,5,canopy_height_900m_coef,36546.5169835574,83860,3.86899396395908,cv_canopy_height_900m_coef_fenced_mesh_7_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_fenced_mesh_7_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_fenced,fenced == 'fenced',8,100,mesh_8,628,TRUE,5,canopy_height_900m_coef,36498.5283640936,83860,3.86391365277298,cv_canopy_height_900m_coef_fenced_mesh_8_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_fenced_mesh_8_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_fenced,fenced == 'fenced',8,150,mesh_9,614,FALSE,4,canopy_height_900m_coef,36544.3890226123,83860,3.86876868755159,cv_canopy_height_900m_coef_fenced_mesh_9_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_fenced_mesh_9_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_fenced,fenced == 'fenced',16,50,mesh_10,525,FALSE,3,canopy_height_900m_coef,35464.0556774535,83860,3.75439928831818,cv_canopy_height_900m_coef_fenced_mesh_10_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_fenced_mesh_10_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_fenced,fenced == 'fenced',16,100,mesh_11,288,FALSE,2,canopy_height_900m_coef,35434.3343675884,83860,3.751252844335,cv_canopy_height_900m_coef_fenced_mesh_11_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_fenced_mesh_11_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_fenced,fenced == 'fenced',16,150,mesh_12,263,FALSE,1,canopy_height_900m_coef,35449.4295466576,83860,3.7528508942047,cv_canopy_height_900m_coef_fenced_mesh_12_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_fenced_mesh_12_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_fenced,fenced == 'fenced',32,50,mesh_13,308,TRUE,5,canopy_height_900m_coef,34805.901595794,83860,3.68472386150688,cv_canopy_height_900m_coef_fenced_mesh_13_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_fenced_mesh_13_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_fenced,fenced == 'fenced',32,100,mesh_14,154,FALSE,4,canopy_height_900m_coef,34690.659296839,83860,3.6725237451661,cv_canopy_height_900m_coef_fenced_mesh_14_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_fenced_mesh_14_1000m_local_density_subsets.Rds,Canopy Height Trend
canopy_height_900m_coef_fenced,fenced == 'fenced',32,150,mesh_15,124,TRUE,5,canopy_height_900m_coef,34707.1340727962,83860,3.67426784594497,cv_canopy_height_900m_coef_fenced_mesh_15_1000m_local_density_subsets,builds/cv_subset_models/cv_canopy_height_900m_coef_fenced_mesh_15_1000m_local_density_subsets.Rds,Canopy Height Trend
